AircraftId,Date,DayOfTheWeek,AircraftType,Origin,Destination,DepartureAEST,DepartureHour,ArrivalAEST,Duration
FD467,14/07/2022,Thursday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),7:56 PM,19,8:32 PM,36
FD467,17/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:10 AM,11,11:46 AM,36
FD493,14/07/2022,Thursday,BE20,Warwick (WAZ / YWCK),Brisbane (BNE / YBBN),12:28 AM,0,1:04 AM,36
FD530,4/07/2022,Monday,PC12,Whyalla (WYA / YWHA),Yorketown (YYOR),1:22 AM,1,1:58 AM,36
FD534,12/07/2022,Tuesday,PC12,Peterborough (YPTB),Adelaide Int'l (ADL / YPAD),3:51 PM,15,4:27 PM,36
FD534,13/07/2022,Wednesday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),10:42 AM,10,11:18 AM,36
FD534,15/07/2022,Friday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),8:14 PM,20,8:50 PM,36
FD534,9/07/2022,Saturday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),4:08 PM,16,4:44 PM,36
FD534,13/07/2022,Wednesday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),1:18 AM,1,1:54 AM,36
FD580,8/07/2022,Friday,PC12,Whyalla (WYA / YWHA),Adelaide Int'l (ADL / YPAD),2:15 PM,14,2:51 PM,36
FD596,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),3:44 PM,15,4:20 PM,36
FD596,6/07/2022,Wednesday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),1:35 AM,1,2:11 AM,36
FD602,8/07/2022,Friday,PC12,Jandakot (JAD / YPJT),Manjimup (MJP / YMJM),7:02 PM,19,7:38 PM,36
FD602,11/07/2022,Monday,PC12,Jandakot (JAD / YPJT),Busselton Regional (BQB / YBLN),1:50 PM,13,2:26 PM,36
FD602,5/07/2022,Tuesday,PC12,Leonora (LNO / YLEO),Kalgoorlie-Boulder (KGI / YPKG),3:55 PM,15,4:31 PM,36
FD617,6/07/2022,Wednesday,PC12,Jandakot (JAD / YPJT),Jurien Bay (YJUR),10:38 PM,22,11:14 PM,36
FD617,6/07/2022,Wednesday,PC12,Jurien Bay (YJUR),Jandakot (JAD / YPJT),11:35 PM,23,12:11 AM,36
FD629,16/07/2022,Saturday,PC12,Fitzroy Crossing (FIZ / YFTZ),Halls Creek (HCQ / YHLC),2:40 PM,14,3:16 PM,36
AM273,7/07/2022,Thursday,B350,Canberra Int'l (CBR / YSCB),Sydney (SYD / YSSY),4:07 PM,16,4:44 PM,37
AM273,12/07/2022,Tuesday,B350,Port Macquarie (PQQ / YPMQ),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),10:48 AM,10,11:25 AM,37
AM273,7/07/2022,Thursday,B350,Sydney (SYD / YSSY),Canberra Int'l (CBR / YSCB),1:33 PM,13,2:10 PM,37
AM273,10/07/2022,Sunday,B350,Tamworth (TMW / YSTW),Coffs Harbour (YCFS),4:01 PM,16,4:38 PM,37
FD213,16/07/2022,Saturday,BE20,Walgett (WGE / YWLG),Dubbo (DBO / YSDU),1:14 PM,13,1:51 PM,37
FD416,6/07/2022,Wednesday,BE20,Mount Isa (ISA / YBMA),Osborne Mine (YOSB),7:17 AM,7,7:54 AM,37
FD425,14/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Maroochydore/Sunshine Coast (MCY / YBSU),12:28 PM,12,1:05 PM,37
FD425,6/07/2022,Wednesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),10:06 AM,10,10:43 AM,37
FD425,10/07/2022,Sunday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),11:00 AM,11,11:37 AM,37
FD425,7/07/2022,Thursday,BE20,Maryborough (MBH / YMYB),Brisbane (BNE / YBBN),8:40 PM,20,9:17 PM,37
FD425,11/07/2022,Monday,BE20,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),2:28 PM,14,3:05 PM,37
FD449,15/07/2022,Friday,B350,Emerald (EMD / YEML),Rockhampton (ROK / YBRK),1:56 AM,1,2:33 AM,37
FD449,9/07/2022,Saturday,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),7:40 PM,19,8:17 PM,37
FD449,13/07/2022,Wednesday,B350,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),8:05 PM,20,8:42 PM,37
FD456,6/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:20 AM,1,1:57 AM,37
FD456,12/07/2022,Tuesday,BE20,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),7:06 AM,7,7:43 AM,37
FD467,12/07/2022,Tuesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),1:28 PM,13,2:05 PM,37
FD478,4/07/2022,Monday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:42 PM,21,10:19 PM,37
FD493,8/07/2022,Friday,BE20,Toowoomba (YTWB),Goondiwindi (GOO / YGDI),9:31 PM,21,10:08 PM,37
FD534,10/07/2022,Sunday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),5:55 PM,17,6:32 PM,37
FD534,16/07/2022,Saturday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),8:42 PM,20,9:19 PM,37
FD543,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:28 PM,15,4:05 PM,37
FD580,10/07/2022,Sunday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),5:55 PM,17,6:32 PM,37
FD596,7/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),9:37 PM,21,10:14 PM,37
FD596,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Kingston (YKIG),10:55 PM,22,11:32 PM,37
FD596,18/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Cleve (CVC / YCEE),11:14 AM,11,11:51 AM,37
FD596,7/07/2022,Thursday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),10:40 PM,22,11:17 PM,37
FD596,13/07/2022,Wednesday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),9:16 PM,21,9:53 PM,37
FD602,11/07/2022,Monday,PC12,Bruce Rock (YBRO),Jandakot (JAD / YPJT),11:34 AM,11,12:11 PM,37
FD607,11/07/2022,Monday,PC12,One Arm Point (YOAP),Broome Int'l (BME / YBRM),6:59 PM,18,7:36 PM,37
FD609,5/07/2022,Tuesday,PC12,Derby (DRB / YDBY),Lagrange Bay (YLGB),12:04 PM,12,12:41 PM,37
FD624J,8/07/2022,Friday,PC24,Fitzroy Crossing (FIZ / YFTZ),Broome Int'l (BME / YBRM),8:39 PM,20,9:16 PM,37
FD624J,18/07/2022,Monday,PC24,Port Hedland Int'l (PHE / YPPD),Newman (ZNE / YNWN),2:24 AM,2,3:01 AM,37
FD211,13/07/2022,Wednesday,B350,Dubbo (DBO / YSDU),Collarenebri (CRB / YCBR),8:04 AM,8,8:42 AM,38
FD425,10/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Gayndah (GAH / YGAY),1:59 PM,13,2:37 PM,38
FD425,17/07/2022,Sunday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),7:30 PM,19,8:08 PM,38
FD425,6/07/2022,Wednesday,BE20,Rockhampton (ROK / YBRK),Hervey Bay (HVB / YHBA),8:38 AM,8,9:16 AM,38
FD425,14/07/2022,Thursday,BE20,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),10:41 AM,10,11:19 AM,38
FD456,6/07/2022,Wednesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),5:19 AM,5,5:57 AM,38
FD467,10/07/2022,Sunday,BE20,Toowoomba (YTWB),Bundaberg (BDB / YBUD),2:13 PM,14,2:51 PM,38
FD478,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Brisbane (BNE / YBBN),11:16 AM,11,11:54 AM,38
FD478,4/07/2022,Monday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:20 AM,9,9:58 AM,38
FD480,13/07/2022,Wednesday,B350,Mareeba (MRG / YMBA),Townsville Int'l / RAAF (TSV / YBTL),5:32 PM,17,6:10 PM,38
FD493,10/07/2022,Sunday,BE20,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),7:32 AM,7,8:10 AM,38
FD534,16/07/2022,Saturday,PC12,Port Lincoln (PLO / YPLC),Kimba (YIMB),6:35 PM,18,7:13 PM,38
FD596,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:30 PM,15,4:08 PM,38
FD596,8/07/2022,Friday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),8:33 PM,20,9:11 PM,38
FD602,8/07/2022,Friday,PC12,Carnarvon (CVQ / YCAR),Jandakot (JAD / YPJT),11:57 PM,23,12:35 AM,38
FD617,6/07/2022,Wednesday,PC12,Wyalkatchem (YWKM),Jandakot (JAD / YPJT),7:56 PM,19,8:34 PM,38
FD630J,14/07/2022,Thursday,PC24,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),10:24 PM,22,11:02 PM,38
FD849,5/07/2022,Tuesday,PC12,Papunya (YPAY),Alice Springs (ASP / YBAS),2:07 AM,2,2:45 AM,38
FD211,14/07/2022,Thursday,B350,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),8:31 AM,8,9:10 AM,39
FD213,16/07/2022,Saturday,BE20,Dubbo (DBO / YSDU),Walgett (WGE / YWLG),11:35 AM,11,12:14 PM,39
FD423,18/07/2022,Monday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),7:00 PM,19,7:39 PM,39
FD425,9/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),12:56 PM,12,1:35 PM,39
FD425,15/07/2022,Friday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),3:53 PM,15,4:32 PM,39
FD425,17/07/2022,Sunday,BE20,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),12:15 AM,0,12:54 AM,39
FD427,9/07/2022,Saturday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),8:43 AM,8,9:22 AM,39
FD427,13/07/2022,Wednesday,B350,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),7:40 PM,19,8:19 PM,39
FD427,8/07/2022,Friday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),3:35 PM,15,4:14 PM,39
FD449,12/07/2022,Tuesday,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),10:55 AM,10,11:34 AM,39
FD449,14/07/2022,Thursday,B350,Rockhampton (ROK / YBRK),Bundaberg (BDB / YBUD),8:46 PM,20,9:25 PM,39
FD467,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),4:31 PM,16,5:10 PM,39
FD467,16/07/2022,Saturday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:48 AM,9,10:27 AM,39
FD478,6/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),2:03 PM,14,2:42 PM,39
FD478,3/07/2022,Sunday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:28 PM,21,10:07 PM,39
FD478,14/07/2022,Thursday,BE20,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),10:00 AM,10,10:39 AM,39
FD480,6/07/2022,Wednesday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),2:02 PM,14,2:41 PM,39
FD480,14/07/2022,Thursday,B350,Proserpine / Whitsunday Coast (PPP / YBPN),Townsville Int'l / RAAF (TSV / YBTL),2:07 PM,14,2:46 PM,39
FD489,6/07/2022,Wednesday,BE20,Mackay (MKY / YBMK),Rockhampton (ROK / YBRK),8:50 PM,20,9:29 PM,39
FD489,8/07/2022,Friday,BE20,Roma (RMA / YROM),Toowoomba (YTWB),1:35 PM,13,2:14 PM,39
FD493,9/07/2022,Saturday,BE20,Charleville (CTL / YBCV),Cunnamulla (CMA / YCMU),2:36 PM,14,3:15 PM,39
FD493,15/07/2022,Friday,BE20,Yowah (YYWA),Charleville (CTL / YBCV),3:15 PM,15,3:54 PM,39
FD530,15/07/2022,Friday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),12:16 PM,12,12:55 PM,39
FD580,13/07/2022,Wednesday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),6:10 AM,6,6:49 AM,39
FD596,14/07/2022,Thursday,PC12,Kingston (YKIG),Adelaide Int'l (ADL / YPAD),12:19 AM,0,12:58 AM,39
FD596,4/07/2022,Monday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),12:17 AM,0,12:56 AM,39
FD601,13/07/2022,Wednesday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Southern Cross (SQC / YSCR),1:19 AM,1,1:58 AM,39
FD619,8/07/2022,Friday,PC12,Geraldton (GET / YGEL),Moora (YMRO),3:30 PM,15,4:09 PM,39
FD849,4/07/2022,Monday,PC12,Papunya (YPAY),Alice Springs (ASP / YBAS),8:15 PM,20,8:54 PM,39
AM273,12/07/2022,Tuesday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Orange (OAG / YORG),5:40 PM,17,6:20 PM,40
FD213,12/07/2022,Tuesday,BE20,Mudgee (DGE / YMDG),Sydney (SYD / YSSY),12:57 PM,12,1:37 PM,40
FD248,5/07/2022,Tuesday,BE20,Menindee (YMED),White Cliffs (YWHC),1:48 PM,13,2:28 PM,40
FD423,7/07/2022,Thursday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),11:27 AM,11,12:07 PM,40
FD423,10/07/2022,Sunday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),9:06 AM,9,9:46 AM,40
FD423,13/07/2022,Wednesday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),10:13 AM,10,10:53 AM,40
FD423,6/07/2022,Wednesday,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),5:47 PM,17,6:27 PM,40
FD423,17/07/2022,Sunday,B350,Proserpine / Whitsunday Coast (PPP / YBPN),Townsville Int'l / RAAF (TSV / YBTL),8:20 PM,20,9:00 PM,40
FD425,16/07/2022,Saturday,BE20,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),5:46 PM,17,6:26 PM,40
FD425,9/07/2022,Saturday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),10:50 AM,10,11:30 AM,40
FD427,13/07/2022,Wednesday,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),3:09 PM,15,3:49 PM,40
FD427,13/07/2022,Wednesday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:04 AM,9,9:44 AM,40
FD449,15/07/2022,Friday,B350,Mackay (MKY / YBMK),Rockhampton (ROK / YBRK),6:04 PM,18,6:44 PM,40
FD449,7/07/2022,Thursday,B350,Rockhampton (ROK / YBRK),Emerald (EMD / YEML),8:59 PM,20,9:39 PM,40
FD456,15/07/2022,Friday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:56 AM,11,12:36 PM,40
FD456,11/07/2022,Monday,BE20,Rockhampton (ROK / YBRK),Gayndah (GAH / YGAY),4:14 PM,16,4:54 PM,40
FD467,12/07/2022,Tuesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),6:15 PM,18,6:55 PM,40
FD480,6/07/2022,Wednesday,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),12:04 AM,0,12:44 AM,40
FD489,7/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),1:22 PM,13,2:02 PM,40
FD493,15/07/2022,Friday,BE20,Charleville (CTL / YBCV),Yowah (YYWA),7:36 AM,7,8:16 AM,40
FD493,14/07/2022,Thursday,BE20,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),3:33 PM,15,4:13 PM,40
FD530,17/07/2022,Sunday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),4:39 PM,16,5:19 PM,40
FD534,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),6:13 PM,18,6:53 PM,40
FD534,11/07/2022,Monday,PC12,Loxton (YLOX),Adelaide Int'l (ADL / YPAD),3:16 AM,3,3:56 AM,40
FD534,17/07/2022,Sunday,PC12,Port Pirie (PPI / YPIR),Adelaide Int'l (ADL / YPAD),4:39 PM,16,5:19 PM,40
FD538,4/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),11:56 PM,23,12:36 AM,40
FD538,5/07/2022,Tuesday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),1:39 AM,1,2:19 AM,40
FD543,6/07/2022,Wednesday,PC12,Bulgunnia (YBUL),William Creek (YWMC),5:00 PM,17,5:40 PM,40
FD543,4/07/2022,Monday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),8:18 PM,20,8:58 PM,40
FD596,4/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),10:02 PM,22,10:42 PM,40
FD608,15/07/2022,Friday,PC12,Port Hedland Int'l (PHE / YPPD),Christmas Creek (CKW / YCHK),3:15 PM,15,3:55 PM,40
FD849,14/07/2022,Thursday,PC12,Ayers Rock (AYQ / YAYE),Alice Springs (ASP / YBAS),4:22 PM,16,5:02 PM,40
AM273,18/07/2022,Monday,B350,Albury (ABX / YMAY),Essendon (MEB / YMEN),10:00 AM,10,10:41 AM,41
FD211,11/07/2022,Monday,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),4:01 PM,16,4:42 PM,41
FD278,5/07/2022,Tuesday,BE20,Ivanhoe (YIVO),Broken Hill (BHQ / YBHI),11:45 PM,23,12:26 AM,41
FD423,17/07/2022,Sunday,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),8:22 AM,8,9:03 AM,41
FD425,11/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),12:24 AM,0,1:05 AM,41
FD425,14/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Moura (YMOU),8:18 AM,8,8:59 AM,41
FD425,16/07/2022,Saturday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:11 AM,8,8:52 AM,41
FD449,8/07/2022,Friday,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),4:11 PM,16,4:52 PM,41
FD456,6/07/2022,Wednesday,BE20,Saint George (SGO / YSGE),Wellcamp Airport (WTB / YBWW),10:20 PM,22,11:01 PM,41
FD456,10/07/2022,Sunday,BE20,Taroom (XTO / YTAM),Toowoomba (YTWB),3:13 PM,15,3:54 PM,41
FD467,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),11:56 AM,11,12:37 PM,41
FD480,5/07/2022,Tuesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),7:40 AM,7,8:21 AM,41
FD480,13/07/2022,Wednesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mareeba (MRG / YMBA),4:06 PM,16,4:47 PM,41
FD493,13/07/2022,Wednesday,BE20,Charleville (CTL / YBCV),Saint George (SGO / YSGE),7:34 PM,19,8:15 PM,41
FD493,16/07/2022,Saturday,BE20,Charleville (CTL / YBCV),Blackall (BKQ / YBCK),6:08 PM,18,6:49 PM,41
FD493,17/07/2022,Sunday,BE20,Roma (RMA / YROM),Kingaroy (KGY / YKRY),9:05 AM,9,9:46 AM,41
FD493,7/07/2022,Thursday,BE20,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),5:54 PM,17,6:35 PM,41
FD493,14/07/2022,Thursday,BE20,Thargomindah (XTG / YTGM),Charleville (CTL / YBCV),11:21 AM,11,12:02 PM,41
FD534,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),10:11 AM,10,10:52 AM,41
FD534,13/07/2022,Wednesday,PC12,Bordertown (YBOR),Adelaide Int'l (ADL / YPAD),7:12 PM,19,7:53 PM,41
FD534,10/07/2022,Sunday,PC12,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),4:44 PM,16,5:25 PM,41
FD580,18/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),5:20 PM,17,6:01 PM,41
FD580,10/07/2022,Sunday,PC12,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),4:44 PM,16,5:25 PM,41
FD596,12/07/2022,Tuesday,PC12,Renmark (RMK / YREN),Adelaide Int'l (ADL / YPAD),1:29 PM,13,2:10 PM,41
FD602,11/07/2022,Monday,PC12,Jandakot (JAD / YPJT),Merredin (YMDN),9:52 AM,9,10:33 AM,41
FD602,5/07/2022,Tuesday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Laverton (LVO / YLTN),1:53 PM,13,2:34 PM,41
FD608,8/07/2022,Friday,PC12,Jandakot (JAD / YPJT),Jandakot (JAD / YPJT),6:33 PM,18,7:14 PM,41
AM273,5/07/2022,Tuesday,B350,Canberra Int'l (CBR / YSCB),Sydney (SYD / YSSY),8:18 PM,20,9:00 PM,42
FD211,8/07/2022,Friday,B350,Collarenebri (CRB / YCBR),Dubbo (DBO / YSDU),3:03 PM,15,3:45 PM,42
FD425,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),1:25 PM,13,2:07 PM,42
FD425,16/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),3:25 PM,15,4:07 PM,42
FD425,7/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),11:49 PM,23,12:31 AM,42
FD425,12/07/2022,Tuesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),8:15 PM,20,8:57 PM,42
FD427,12/07/2022,Tuesday,B350,Brisbane (BNE / YBBN),Hervey Bay (HVB / YHBA),3:11 PM,15,3:53 PM,42
FD427,15/07/2022,Friday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),6:39 PM,18,7:21 PM,42
FD427,15/07/2022,Friday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),6:39 PM,18,7:21 PM,42
FD456,11/07/2022,Monday,BE20,Gayndah (GAH / YGAY),Brisbane (BNE / YBBN),5:07 PM,17,5:49 PM,42
FD489,15/07/2022,Friday,BE20,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),9:40 AM,9,10:22 AM,42
FD534,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),7:42 PM,19,8:24 PM,42
FD534,16/07/2022,Saturday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),10:02 AM,10,10:44 AM,42
FD534,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),9:40 AM,9,10:22 AM,42
FD534,12/07/2022,Tuesday,PC12,Port Lincoln (PLO / YPLC),Adelaide Int'l (ADL / YPAD),12:53 PM,12,1:35 PM,42
FD538,16/07/2022,Saturday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),10:02 AM,10,10:44 AM,42
FD543,5/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),5:27 PM,17,6:09 PM,42
FD580,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),9:40 AM,9,10:22 AM,42
FD596,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),2:29 PM,14,3:11 PM,42
FD596,11/07/2022,Monday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),2:44 PM,14,3:26 PM,42
FD596,12/07/2022,Tuesday,PC12,Whyalla (WYA / YWHA),Adelaide Int'l (ADL / YPAD),5:38 PM,17,6:20 PM,42
FD601,7/07/2022,Thursday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Laverton (LVO / YLTN),10:12 AM,10,10:54 AM,42
FD602,8/07/2022,Friday,PC12,Manjimup (MJP / YMJM),Jandakot (JAD / YPJT),8:14 PM,20,8:56 PM,42
FD608,17/07/2022,Sunday,PC12,Port Hedland Int'l (PHE / YPPD),Solomon (SLJ / YSOL),8:26 PM,20,9:08 PM,42
FD856,8/07/2022,Friday,PC12,Yuendumu (YUE / YYND),Alice Springs (ASP / YBAS),4:17 AM,4,4:59 AM,42
AM273,8/07/2022,Friday,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),2:15 AM,2,2:58 AM,43
FD211,7/07/2022,Thursday,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),3:41 PM,15,4:24 PM,43
FD211,13/07/2022,Wednesday,B350,Collarenebri (CRB / YCBR),Bourke (BRK / YBKE),2:24 PM,14,3:07 PM,43
FD211,18/07/2022,Monday,B350,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),8:07 AM,8,8:50 AM,43
FD416,17/07/2022,Sunday,BE20,Mount Isa (ISA / YBMA),Boulia (BQL / YBOU),1:13 PM,13,1:56 PM,43
FD423,18/07/2022,Monday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),6:25 PM,18,7:08 PM,43
FD423,14/07/2022,Thursday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),5:13 PM,17,5:56 PM,43
FD425,13/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:50 AM,11,12:33 PM,43
FD425,16/07/2022,Saturday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),4:14 AM,4,4:57 AM,43
FD425,17/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:16 PM,14,2:59 PM,43
FD425,6/07/2022,Wednesday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:52 PM,21,10:35 PM,43
FD425,7/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),2:42 PM,14,3:25 PM,43
FD449,13/07/2022,Wednesday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:56 PM,21,10:39 PM,43
FD456,7/07/2022,Thursday,BE20,Mitchell (YMIT),Goondiwindi (GOO / YGDI),10:37 AM,10,11:20 AM,43
FD467,13/07/2022,Wednesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),5:39 PM,17,6:22 PM,43
FD480,7/07/2022,Thursday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),12:00 AM,0,12:43 AM,43
